"","SYMBOL","GENENAME","ENTREZID","logFC","logCPM","F","PValue","FDR","direction","threshold"
"ENSMUSG00000021458","Aopep","aminopeptidase O",72061,-0.129313189243632,5.57655725350085,1.22190786245888,0.278317294824224,1,"down","FALSE"
"ENSMUSG00000070284","Gmppb","GDP-mannose pyrophosphorylase B",331026,-0.208047277544472,3.54708190089914,1.22147384930338,0.278400890080504,1,"down","FALSE"
"ENSMUSG00000097327","E030030I06Rik","RIKEN cDNA E030030I06 gene",319887,0.370847561872878,2.82702961227317,1.22123589712529,0.278446735986265,1,"up","FALSE"
"ENSMUSG00000031309","Rps6ka3","ribosomal protein S6 kinase polypeptide 3",110651,-0.186174221189317,3.91725811501109,1.22085282328337,0.278520563034818,1,"down","FALSE"
"ENSMUSG00000006675","P4htm","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",74443,0.465434151557549,-0.571814285369737,1.22083884644263,0.278523257174549,1,"up","FALSE"
"ENSMUSG00000079523","Tmsb10","thymosin, beta 10",19240,0.366768377567269,4.64500223000467,1.21979516983469,0.278724529992484,1,"up","FALSE"
"ENSMUSG00000031683","Lsm6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",78651,-0.160368985608718,4.98170828740045,1.21923026477268,0.278833551237733,1,"down","FALSE"
"ENSMUSG00000043487","Acot6","acyl-CoA thioesterase 6",217700,0.470487364269005,1.26573519541514,1.21922570637096,0.278834431192472,1,"up","FALSE"
"ENSMUSG00000084128","Esrp2","epithelial splicing regulatory protein 2",77411,-0.220177171709264,6.46445312803835,1.2191633133633,0.278846475916046,1,"down","FALSE"
"ENSMUSG00000020358","Hnrnpab","heterogeneous nuclear ribonucleoprotein A/B",15384,0.114480850285456,7.44827551790214,1.21881791689293,0.278913165664249,1,"up","FALSE"
"ENSMUSG00000025351","Cd63","CD63 antigen",12512,0.476396454790183,5.50260775373854,1.21857595152546,0.278959897195406,1,"up","FALSE"
"ENSMUSG00000015837","Sqstm1","sequestosome 1",18412,0.130149740210826,9.59212098425796,1.21846760780402,0.278980825281451,1,"up","FALSE"
"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22",18858,-0.224240942675924,2.66795353661345,1.21780276583176,0.279109293715644,1,"down","FALSE"
"ENSMUSG00000097571","Jpx","Jpx transcript, Xist activator (non-protein coding)",70252,-0.310712335196992,2.73930891848886,1.2177845886785,0.279112807202693,1,"down","FALSE"
"ENSMUSG00000038332","Sesn1","sestrin 1",140742,0.159112386900237,4.0585766596054,1.21763394552988,0.279141927454005,1,"up","FALSE"
"ENSMUSG00000068270","Shroom4","shroom family member 4",208431,0.360352066534917,2.31618228173701,1.2174951911321,0.27916875305649,1,"up","FALSE"
"ENSMUSG00000091537","Tma7","translational machinery associated 7",66167,0.164379944501279,4.13830836426202,1.21682604183405,0.27929816813744,1,"up","FALSE"
"ENSMUSG00000035992","Fnip1","folliculin interacting protein 1",216742,-0.173930162118369,5.4880053801818,1.21679149434023,0.279304851838549,1,"down","FALSE"
"ENSMUSG00000044034","Npb","neuropeptide B",208990,0.451065249854611,0.314904697437452,1.21592433167649,0.279472685362795,1,"up","FALSE"
"ENSMUSG00000027375","Mal","myelin and lymphocyte protein, T cell differentiation protein",17153,0.397009001381207,0.779579144683068,1.21565678501207,0.279524493893351,1,"up","FALSE"
"ENSMUSG00000047415","Gpr68","G protein-coupled receptor 68",238377,0.585757776741298,-0.662514265329976,1.21467315723304,0.279715074695707,1,"up","FALSE"
"ENSMUSG00000029676","Pot1a","protection of telomeres 1A",101185,0.158853160272667,2.66975602624705,1.21447140697019,0.279754185446671,1,"up","FALSE"
"ENSMUSG00000032925","Itgbl1","integrin, beta-like 1",223272,0.618201199376919,-1.06865423525477,1.21418789569238,0.279809158273748,1,"up","FALSE"
"ENSMUSG00000034120","Srsf2","serine and arginine-rich splicing factor 2",20382,-0.179860687356058,7.28740160766109,1.21409608678639,0.279826963051494,1,"down","FALSE"
"ENSMUSG00000078515","Ddi2","DNA-damage inducible protein 2",68817,-0.11236342000795,7.53378583344726,1.21388894318498,0.279867140488194,1,"down","FALSE"
"ENSMUSG00000030541","Idh2","isocitrate dehydrogenase 2 (NADP+), mitochondrial",269951,0.217135324060409,6.6543799391523,1.21322161984784,0.279996625500207,1,"up","FALSE"
"ENSMUSG00000017314","Mpp2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",50997,0.464040394047854,-0.521515569888453,1.21275519585416,0.280087175348591,1,"up","FALSE"
"ENSMUSG00000018334","Ksr1","kinase suppressor of ras 1",16706,0.164244280614884,2.30225124875396,1.21264565811337,0.280108446170012,1,"up","FALSE"
"ENSMUSG00000020070","Rufy2","RUN and FYVE domain-containing 2",70432,-0.145520931131802,2.7716194767493,1.21248219883272,0.280140191798898,1,"down","FALSE"
"ENSMUSG00000039195","1110008P14Rik","RIKEN cDNA 1110008P14 gene",73737,0.206762806526737,4.98651872363238,1.21196731005633,0.28024021981364,1,"up","FALSE"
"ENSMUSG00000021932","Rnaseh2b","ribonuclease H2, subunit B",67153,0.202123899886305,3.29330918533654,1.21185445697745,0.280262150161864,1,"up","FALSE"
"ENSMUSG00000029407","Uso1","USO1 vesicle docking factor",56041,0.129100586944986,6.69361817783614,1.21181729535775,0.280269372143178,1,"up","FALSE"
"ENSMUSG00000033545","Znrf1","zinc and ring finger 1",170737,-0.20893712072106,6.09183676347409,1.21070456731972,0.280485732546575,1,"down","FALSE"
"ENSMUSG00000038690","Atp5j2","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",57423,0.180032472000555,8.19279170733829,1.21003451479805,0.28061612414793,1,"up","FALSE"
"ENSMUSG00000055202","Zfp811","zinc finger protein 811",240063,0.642830555979165,0.566836193538505,1.20971418104516,0.280678488883967,1,"up","FALSE"
"ENSMUSG00000061086","Myl4","myosin, light polypeptide 4",17896,0.289129213184974,0.680685344045442,1.20948813888404,0.280722507235355,1,"up","FALSE"
"ENSMUSG00000032607","Amt","aminomethyltransferase",434437,-0.179165580375849,5.66960921015932,1.20948559657853,0.28072300236305,1,"down","FALSE"
"ENSMUSG00000060621","Nkpd1","NTPase, KAP family P-loop domain containing 1",69547,0.916228978526243,-1.76433352920905,1.20940654007174,0.28073839961526,1,"up","FALSE"
"ENSMUSG00000089847","Timm10b","translocase of inner mitochondrial membrane 10B",14356,-0.291274324152359,3.65498799542959,1.20930504596743,0.280758168496431,1,"down","FALSE"
"ENSMUSG00000068115","Ninl","ninein-like",78177,0.327616070283624,1.64144539670794,1.20927311678516,0.280764387995878,1,"up","FALSE"
"ENSMUSG00000069920","B3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",97440,-0.300976495832009,0.40903434870925,1.20915569787561,0.280787261631052,1,"down","FALSE"
"ENSMUSG00000074141","Il4i1","interleukin 4 induced 1",14204,0.277203670786949,1.45120467790433,1.2085922456382,0.280897058208924,1,"up","FALSE"
"ENSMUSG00000035530","Eif1","eukaryotic translation initiation factor 1",20918,0.12013069810726,7.86491210205992,1.20841820681336,0.280930983500117,1,"up","FALSE"
"ENSMUSG00000033933","Vhl","von Hippel-Lindau tumor suppressor",22346,0.127377420396917,3.58547430013278,1.20787848566333,0.281036225227149,1,"up","FALSE"
"ENSMUSG00000027496","Aurka","aurora kinase A",20878,0.308451250164482,2.15646627954673,1.20663691942962,0.281278518091847,1,"up","FALSE"
"ENSMUSG00000022754","Tmem45a","transmembrane protein 45a",56277,-0.482580914498736,0.0810501763079951,1.20605842190028,0.281391506056356,1,"down","FALSE"
"ENSMUSG00000031659","Adcy7","adenylate cyclase 7",11513,-0.237193104017446,3.68687983810604,1.20543679688506,0.281512983764653,1,"down","FALSE"
"ENSMUSG00000000134","Tfe3","transcription factor E3",209446,0.0896819070303537,5.51397031467241,1.20469748319625,0.281657549767108,1,"up","FALSE"
"ENSMUSG00000027406","Idh3b","isocitrate dehydrogenase 3 (NAD+) beta",170718,0.155931383402423,7.64709978283757,1.2044024687514,0.281715264331957,1,"up","FALSE"
"ENSMUSG00000040651","Tasor","transcription activation suppressor",218850,-0.115823333250509,5.14328690441495,1.20411265917079,0.281771975769852,1,"down","FALSE"
"ENSMUSG00000043753","Dmrta1","doublesex and mab-3 related transcription factor like family A1",242523,-0.604895738776741,-1.1577048955485,1.20394204854905,0.281805368747151,1,"down","FALSE"
"ENSMUSG00000097746","Gm6225","predicted gene 6225",633947,-0.448518430999757,-0.304708359343914,1.20378340746891,0.281836423632307,1,"down","FALSE"
"ENSMUSG00000030744","Rps3","ribosomal protein S3",27050,0.142232522148851,8.32630414268657,1.20372637842136,0.281847588487455,1,"up","FALSE"
"ENSMUSG00000017167","Cntnap1","contactin associated protein-like 1",53321,-0.380235886833731,1.37295557045585,1.20368361173149,0.281855961512174,1,"down","FALSE"
"ENSMUSG00000047586","Nccrp1","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)",233038,0.712068394706929,-1.44475811856595,1.20260140813908,0.28206794816915,1,"up","FALSE"
"ENSMUSG00000054723","Vmac","vimentin-type intermediate filament associated coiled-coil protein",106639,0.124136289686136,4.03773710692018,1.20259549144351,0.282069107732009,1,"up","FALSE"
"ENSMUSG00000038984","Tspyl5","testis-specific protein, Y-encoded-like 5",239364,0.561202717426676,-0.696944666607272,1.20258326141997,0.282071504610183,1,"up","FALSE"
"ENSMUSG00000030054","Gp9","glycoprotein 9 (platelet)",54368,0.680512650518359,-1.28315076463976,1.20241950927184,0.28210359984359,1,"up","FALSE"
"ENSMUSG00000001240","Ramp2","receptor (calcitonin) activity modifying protein 2",54409,0.186015312943121,3.68775800469586,1.20234972568035,0.282117278804785,1,"up","FALSE"
"ENSMUSG00000078444","Gm10941","predicted gene 10941",100169878,0.556362100650715,-1.22253161879227,1.20226700804443,0.282133494222064,1,"up","FALSE"
"ENSMUSG00000051579","Tceal8","transcription elongation factor A (SII)-like 8",66684,0.296138204769971,4.82519581823103,1.20148007173144,0.282287821229808,1,"up","FALSE"
"ENSMUSG00000021572","Cep72","centrosomal protein 72",74470,-0.252475303459862,0.959758167150174,1.20021121770494,0.282536891277693,1,"down","FALSE"
"ENSMUSG00000027259","Adal","adenosine deaminase-like",75894,-0.128978328453337,3.595631874071,1.20008057761685,0.282562551697456,1,"down","FALSE"
"ENSMUSG00000044533","Rps2","ribosomal protein S2",16898,0.13923147571797,8.80549992045487,1.19995390199403,0.282587436337766,1,"up","FALSE"
"ENSMUSG00000087174","5530601H04Rik","RIKEN cDNA 5530601H04 gene",71445,-0.174889269252802,2.72601465567996,1.19965362089829,0.282646436198636,1,"down","FALSE"
"ENSMUSG00000056498","Tmem154","transmembrane protein 154",320782,0.355647386825573,1.67683449411008,1.19895538559664,0.282783689519586,1,"up","FALSE"
"ENSMUSG00000028089","Chd1l","chromodomain helicase DNA binding protein 1-like",68058,0.145363042273446,3.96055214854065,1.19880480651255,0.282813300589031,1,"up","FALSE"
"ENSMUSG00000009418","Nav1","neuron navigator 1",215690,-0.251831375782055,3.38939449532721,1.19850744931097,0.282871787243497,1,"down","FALSE"
"ENSMUSG00000034796","Cpne7","copine VII",102278,0.50619190491802,-0.629720767728329,1.19820178585548,0.282931924207074,1,"up","FALSE"
"ENSMUSG00000024679","Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D",68774,-0.387951906508711,2.53670106764189,1.19709402459447,0.283150008657543,1,"down","FALSE"
"ENSMUSG00000024668","Sdhaf2","succinate dehydrogenase complex assembly factor 2",66072,0.0973802821175934,4.84578861370083,1.19641040742688,0.283284702308361,1,"up","FALSE"
"ENSMUSG00000004347","Pde1c","phosphodiesterase 1C",18575,0.420926097186498,-0.515156158236309,1.19586494887746,0.283392234872713,1,"up","FALSE"
"ENSMUSG00000065767","LOC115487916","U2 spliceosomal RNA",115487916,0.878240509590769,-0.999221960826558,1.19585571159652,0.28339405638697,1,"up","FALSE"
"ENSMUSG00000054641","Mmrn1","multimerin 1",70945,-0.563696812784152,0.126213494599833,1.19534976787661,0.283493847755839,1,"down","FALSE"
"ENSMUSG00000041915","Ammecr1l","AMME chromosomal region gene 1-like",225339,-0.180877361787679,5.6053909990732,1.19498416495557,0.283565987331559,1,"down","FALSE"
"ENSMUSG00000052609","Plekhg3","pleckstrin homology domain containing, family G (with RhoGef domain) member 3",263406,0.207850314143254,6.24154384474397,1.19489546553765,0.283583492849574,1,"up","FALSE"
"ENSMUSG00000036983","Tfb1m","transcription factor B1, mitochondrial",224481,-0.186924711117851,2.77141604021035,1.19484370645836,0.283593708561809,1,"down","FALSE"
"ENSMUSG00000021171","Esyt2","extended synaptotagmin-like protein 2",52635,-0.107831465873849,5.19677514479555,1.19437671604148,0.283685900548425,1,"down","FALSE"
"ENSMUSG00000014542","Clec4f","C-type lectin domain family 4, member f",51811,-0.20512176953243,7.42764651025784,1.19362761676679,0.28383386803832,1,"down","FALSE"
"ENSMUSG00000031143","Ccdc22","coiled-coil domain containing 22",54638,-0.28843953235283,1.44677484669919,1.19258478538763,0.284040024672429,1,"down","FALSE"
"ENSMUSG00000032735","Ablim3","actin binding LIM protein family, member 3",319713,-0.303445137021071,5.05726045992605,1.19183722232575,0.284187931135642,1,"down","FALSE"
"ENSMUSG00000026455","Klhl12","kelch-like 12",240756,-0.163230856693616,4.28629198879373,1.19136167459469,0.284282071694561,1,"down","FALSE"
"ENSMUSG00000023805","Synj2","synaptojanin 2",20975,-0.156280338372257,3.55840290911484,1.19085760567006,0.284381903179119,1,"down","FALSE"
"ENSMUSG00000100798","Gm19589","predicted gene, 19589",100503197,0.832792619463228,-2.08101058203042,1.78105107299793,0.284488695761429,1,"up","FALSE"
"ENSMUSG00000007480","Mc5r","melanocortin 5 receptor",17203,0.846120098047504,-1.88201683999625,1.60105569944664,0.284488699576751,1,"up","FALSE"
"ENSMUSG00000002057","Foxn1","forkhead box N1",15218,0.845680833645203,-2.3631790395364,1.3482592816541,0.284488699576751,1,"up","FALSE"
"ENSMUSG00000108558","Psg-ps1","pregnancy specific glycoprotein, pseudogene 1",232919,0.856640314839965,-2.20313170538563,1.37272465091922,0.284488703598014,1,"up","FALSE"
"ENSMUSG00000060188","Cxcl17","chemokine (C-X-C motif) ligand 17",232983,0.856692259961726,-1.91349089508112,1.48710557398217,0.284488703598015,1,"up","FALSE"
"ENSMUSG00000027481","Bpifb2","BPI fold containing family B, member 2",66557,0.856635082246688,-2.23135195781265,1.56725306112571,0.284488703598015,1,"up","FALSE"
"ENSMUSG00000054266","Serpinb9d","serine (or cysteine) peptidase inhibitor, clade B, member 9d",20726,0.858674754257359,-2.19851281217001,1.38102900494895,0.284488704475728,1,"up","FALSE"
"ENSMUSG00000021404","Serpinb9c","serine (or cysteine) peptidase inhibitor, clade B, member 9c",20707,0.858705802481077,-1.37315520108595,1.71087230438034,0.284488704475729,1,"up","FALSE"
"ENSMUSG00000047495","Dlgap2","DLG associated protein 2",244310,0.872398644137303,-2.31456061338231,1.38731075680224,0.284488711725414,1,"up","FALSE"
"ENSMUSG00000039903","Eva1c","eva-1 homolog C (C. elegans)",70967,0.385590980247331,-0.260029878624501,1.19011180406937,0.284529694763701,1,"up","FALSE"
"ENSMUSG00000028629","Exo5","exonuclease 5",73172,0.218870507584488,2.27375028319243,1.19008082982081,0.28453583495367,1,"up","FALSE"
"ENSMUSG00000003308","Keap1","kelch-like ECH-associated protein 1",50868,0.130987440221947,6.04112616123703,1.1900487533909,0.284542193818712,1,"up","FALSE"
"ENSMUSG00000000253","Gmpr","guanosine monophosphate reductase",66355,0.280154898131956,0.659993422758054,1.18994656481379,0.28456245303625,1,"up","FALSE"
"ENSMUSG00000029203","Ube2k","ubiquitin-conjugating enzyme E2K",53323,0.139045709865815,6.09848710519589,1.18961603990018,0.284627993676588,1,"up","FALSE"
"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",20354,-0.375575844928459,1.86836380847154,1.1895518154323,0.28464073121777,1,"down","FALSE"
"ENSMUSG00000020419","Hormad2","HORMA domain containing 2",75828,-0.709591583699927,-0.826021916744719,1.18946253173152,0.284658439965066,1,"down","FALSE"
"ENSMUSG00000089371","Mir1938","microRNA 1938",100316693,0.858676676224349,-2.15246268689591,1.21088453885431,0.284738642538295,1,"up","FALSE"
"ENSMUSG00000045665","Mfsd5","major facilitator superfamily domain containing 5",106073,0.11476977340304,4.82138870486767,1.18887094497433,0.284775813372707,1,"up","FALSE"
"ENSMUSG00000033735","Spr","sepiapterin reductase",20751,0.230013711413406,6.85662357340195,1.18856134622777,0.284837264516445,1,"up","FALSE"
"ENSMUSG00000070225","n-R5s33","nuclear encoded rRNA 5S 33",115488675,1.06755918291942,-1.39148454721621,1.18855632427481,0.284838261449725,1,"up","FALSE"
"ENSMUSG00000026104","Stat1","signal transducer and activator of transcription 1",20846,0.244206074438601,5.2128858692793,1.18844934486581,0.284859499564429,1,"up","FALSE"
"ENSMUSG00000032578","Cish","cytokine inducible SH2-containing protein",12700,-0.624450909805764,4.33851147551667,1.18836060379821,0.284877118489605,1,"down","FALSE"
"ENSMUSG00000025648","Pfkfb4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",270198,0.383856237075247,2.92736655308282,1.18796352559402,0.284955973194969,1,"up","FALSE"
"ENSMUSG00000052688","Rab7b","RAB7B, member RAS oncogene family",226421,-0.327691888682378,2.49133922835924,1.18792837207879,0.284962955622712,1,"down","FALSE"
"ENSMUSG00000007035","Msh5","mutS homolog 5",17687,-0.365574055420295,1.42141013085115,1.18791314760885,0.28496597967928,1,"down","FALSE"
"ENSMUSG00000032883","Acsl3","acyl-CoA synthetase long-chain family member 3",74205,-0.218817529364242,4.80693102139522,1.18770239394474,0.285007846299041,1,"down","FALSE"
"ENSMUSG00000040506","Ambra1","autophagy/beclin 1 regulator 1",228361,0.11989140246692,5.21593937261922,1.18760463451195,0.285027269147478,1,"up","FALSE"
"ENSMUSG00000027963","Extl2","exostosin-like glycosyltransferase 2",58193,-0.243381837668091,2.7652012305,1.18681128387102,0.285184956569354,1,"down","FALSE"
"ENSMUSG00000058704","Memo1","mediator of cell motility 1",76890,-0.162509588276732,4.75679926480062,1.18641077311238,0.285264606253904,1,"down","FALSE"
"ENSMUSG00000052160","Pld4","phospholipase D family, member 4",104759,-0.37360382621549,2.15090603916943,1.18637190718203,0.285272337091437,1,"down","FALSE"
"ENSMUSG00000041361","Myzap","myocardial zonula adherens protein",102371,0.276869277994512,3.321266626882,1.18621499629704,0.285303551103207,1,"up","FALSE"
"ENSMUSG00000038156","Spon1","spondin 1, (f-spondin) extracellular matrix protein",233744,-0.392965120697053,0.766496760653145,1.18579433570791,0.285387254585655,1,"down","FALSE"
"ENSMUSG00000037171","Nodal","nodal",18119,-0.544776308643434,-1.38529598479184,1.18574093233865,0.285397883157285,1,"down","FALSE"
"ENSMUSG00000038025","Phf2","PHD finger protein 2",18676,-0.106326905189795,4.69461770202496,1.18538465117155,0.285468805133864,1,"down","FALSE"
"ENSMUSG00000050824","Sstr5","somatostatin receptor 5",20609,0.85676835814098,-1.45471105402658,1.20576254092209,0.285729278069538,1,"up","FALSE"
"ENSMUSG00000018677","Slc25a39","solute carrier family 25, member 39",68066,0.140662021761051,8.85563559203098,1.1838017161999,0.285784187915882,1,"up","FALSE"
"ENSMUSG00000006529","Itih1","inter-alpha trypsin inhibitor, heavy chain 1",16424,-0.271629390393888,8.81312302984086,1.18357941029863,0.285828516732719,1,"down","FALSE"
"ENSMUSG00000035840","Lysmd3","LysM, putative peptidoglycan-binding, domain containing 3",80289,-0.215657755639216,4.22548120772048,1.18352337317531,0.285839692221948,1,"down","FALSE"
"ENSMUSG00000060429","Sntb1","syntrophin, basic 1",20649,-0.207116478678137,5.64801273807772,1.18326563557625,0.285891100272249,1,"down","FALSE"
"ENSMUSG00000062154","Tex33","testis expressed 33",73376,1.06098698603966,-2.00418152685598,1.18320452294914,0.28590329151462,1,"up","FALSE"
"ENSMUSG00000061825","Ces2c","carboxylesterase 2C",234671,0.472231271923911,7.31642813524434,1.18316096140809,0.285911981942228,1,"up","FALSE"
"ENSMUSG00000031667","Aktip","thymoma viral proto-oncogene 1 interacting protein",14339,0.136204892087382,3.53298620232198,1.18219467201313,0.286104843998989,1,"up","FALSE"
"ENSMUSG00000027519","Rab22a","RAB22A, member RAS oncogene family",19334,0.0968300339347305,5.36740197691666,1.18175749594117,0.286192156466875,1,"up","FALSE"
"ENSMUSG00000091721","Gimd1","GIMAP family P-loop NTPase domain containing 1",433653,-0.428909899821624,1.00890690172349,1.1815430196221,0.286235004353572,1,"down","FALSE"
"ENSMUSG00000049553","Polr1a","polymerase (RNA) I polypeptide A",20019,0.0998161349231717,5.40833166020738,1.18151572267728,0.286240458319297,1,"up","FALSE"
"ENSMUSG00000022811","Zfp148","zinc finger protein 148",22661,-0.162233582723886,4.9884948074985,1.18124145534595,0.286295264898769,1,"down","FALSE"
"ENSMUSG00000043372","Hexim2","hexamethylene bis-acetamide inducible 2",71059,0.189892706025093,1.62946317863754,1.18082980615916,0.286377550328718,1,"up","FALSE"
"ENSMUSG00000032656","Marchf3","membrane associated ring-CH-type finger 3",320253,-0.383838988136856,0.7808852746771,1.18070723121641,0.286402058118121,1,"down","FALSE"
"ENSMUSG00000019845","Tube1","tubulin, epsilon 1",71924,0.267286222416113,0.98276907597815,1.18055712334,0.286432074643706,1,"up","FALSE"
"ENSMUSG00000024294","Mib1","mindbomb E3 ubiquitin protein ligase 1",225164,-0.156358207007169,5.79162051406737,1.18031453095906,0.286480593727326,1,"down","FALSE"
"ENSMUSG00000010051","Hyal1","hyaluronoglucosaminidase 1",15586,-0.29784325203205,4.7493684420265,1.1803005027613,0.286483399733403,1,"down","FALSE"
"ENSMUSG00000045752","Tssc4","tumor-suppressing subchromosomal transferable fragment 4",56844,0.180204354729357,4.69235400800945,1.180074291163,0.28652865296737,1,"up","FALSE"
"ENSMUSG00000063590","Slc22a28","solute carrier family 22, member 28",434674,-0.761140485483102,1.88550430885425,1.18723948176136,0.286603673292814,1,"down","FALSE"
"ENSMUSG00000021901","Bap1","Brca1 associated protein 1",104416,0.0828205306620339,5.83179099565464,1.17963585375939,0.286616388441837,1,"up","FALSE"
"ENSMUSG00000070709","Zfp974","zinc finger protein 974",73430,-0.248009376938865,1.56278635551027,1.1791527805502,0.286713096985357,1,"down","FALSE"
"ENSMUSG00000021198","Unc79","unc-79 homolog",217843,-0.744421143581647,-0.75124629844732,1.17837750254702,0.286868393255589,1,"down","FALSE"
"ENSMUSG00000057375","Yipf1","Yip1 domain family, member 1",230584,0.178256906395487,5.12051165983238,1.17819126919937,0.286905714261682,1,"up","FALSE"
"ENSMUSG00000065258","Gm23969","predicted gene, 23969",115489598,-0.661757362111585,-1.33871113445087,1.17803365890255,0.286937304235913,1,"down","FALSE"
"ENSMUSG00000020282","Rhbdf1","rhomboid 5 homolog 1",13650,0.266343362912673,4.21239069096142,1.17767546195957,0.287009115036371,1,"up","FALSE"
"ENSMUSG00000016921","Srsf6","serine and arginine-rich splicing factor 6",67996,-0.192921671043646,7.39394837618635,1.17721573720777,0.287101314725823,1,"down","FALSE"
"ENSMUSG00000022889","Mrpl39","mitochondrial ribosomal protein L39",27393,0.129719584743688,5.54850771367111,1.17693998449355,0.287156636814202,1,"up","FALSE"
"ENSMUSG00000012428","Steap4","STEAP family member 4",117167,-0.343598620250589,6.08166618593459,1.1768167861458,0.287181357670472,1,"down","FALSE"
"ENSMUSG00000079164","Tlr5","toll-like receptor 5",53791,-0.275095184147632,2.5018049954658,1.17585660680979,0.287374122541555,1,"down","FALSE"
"ENSMUSG00000031523","Dlc1","deleted in liver cancer 1",50768,-0.131963195641847,5.41876190042456,1.1749705570604,0.2875521567116,1,"down","FALSE"
"ENSMUSG00000041044","Lrit1","leucine-rich repeat, immunoglobulin-like and transmembrane domains 1",239037,-0.301341333552179,4.20946874358211,1.17416799554439,0.287713541228575,1,"down","FALSE"
"ENSMUSG00000030579","Tyrobp","TYRO protein tyrosine kinase binding protein",22177,-0.263641584248907,5.06109250006947,1.17325131717175,0.287898019433326,1,"down","FALSE"
"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3",16656,-0.243834543945503,1.44636598985781,1.17303442751584,0.287941690533816,1,"down","FALSE"
"ENSMUSG00000020692","Nle1","notchless homolog 1",217011,0.133643334282301,2.97623160925645,1.17262481691128,0.288024190183027,1,"up","FALSE"
"ENSMUSG00000065637","LOC115487043","small nucleolar RNA SNORA14",115487043,-0.700508803774715,-1.377529889386,1.17199158492743,0.28815179083115,1,"down","FALSE"
"ENSMUSG00000024104","Washc2","WASH complex subunit 2`",28006,-0.118569247407504,6.3307166057269,1.17176345885757,0.288197778109921,1,"down","FALSE"
"ENSMUSG00000064899","Snord118","small nucleolar RNA, C/D box 118",100216530,-0.591444893931403,1.20688298376757,1.17137840513575,0.288275421971234,1,"down","FALSE"
"ENSMUSG00000062157","Ifnlr1","interferon lambda receptor 1",242700,0.645831616814918,0.900176894474233,1.17112262156985,0.288327014522532,1,"up","FALSE"
"ENSMUSG00000028837","Psmb2","proteasome (prosome, macropain) subunit, beta type 2",26445,0.0932135947353117,6.61959402908862,1.17107316800845,0.288336990907128,1,"up","FALSE"
"ENSMUSG00000017830","Dhx58","DEXH (Asp-Glu-X-His) box polypeptide 58",80861,0.246119327640536,4.29433715138054,1.16989016100754,0.288575777690093,1,"up","FALSE"
"ENSMUSG00000068600","Gml2","glycosylphosphatidylinositol anchored molecule like 2",15202,0.866043015681297,-2.28257203595197,1.19084771381371,0.288640388953803,1,"up","FALSE"
"ENSMUSG00000094088","Ighv1-64","immunoglobulin heavy variable 1-64",380823,-0.83895241574171,0.820269895148751,1.16953659279786,0.288647195182357,1,"down","FALSE"
"ENSMUSG00000067567","Hdac8","histone deacetylase 8",70315,-0.185734956075583,2.35352876180784,1.16946718962162,0.28866121672036,1,"down","FALSE"
"ENSMUSG00000005124","Ccn4","cellular communication network factor 4",22402,0.340632763907432,1.19779891847395,1.16916849347752,0.288721572635166,1,"up","FALSE"
"ENSMUSG00000000037","Scml2","Scm polycomb group protein like 2",107815,0.740872092774648,-0.330178336722371,1.16901768054345,0.288752052923726,1,"up","FALSE"
"ENSMUSG00000083277","Gm15376","predicted gene 15376",100418109,0.623569097240177,-1.23362392487046,1.16882111178096,0.288791787149234,1,"up","FALSE"
"ENSMUSG00000030889","Vwa3a","von Willebrand factor A domain containing 3A",233813,0.809473897503912,-1.65048897721777,1.1682317635249,0.288910960763244,1,"up","FALSE"
"ENSMUSG00000020561","Twistnb","twist basic helix-loop-helix transcription factor 1 neighbor",28071,-0.160779913645438,3.67814485299165,1.16761998650023,0.289034738508202,1,"down","FALSE"
"ENSMUSG00000031217","Efnb1","ephrin B1",13641,0.164577497363428,4.56129351796036,1.16740986264402,0.289077267971837,1,"up","FALSE"
"ENSMUSG00000039628","Hs3st6","heparan sulfate (glucosamine) 3-O-sulfotransferase 6",328779,0.471975998261055,0.910166424308882,1.16690232687342,0.289180028287357,1,"up","FALSE"
"ENSMUSG00000046714","Foxc2","forkhead box C2",14234,-0.746426555314888,-1.38957461392195,1.17019674318459,0.289204577667353,1,"down","FALSE"
"ENSMUSG00000032038","St3gal4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4",20443,-0.169669235511846,6.10451237787399,1.16637029185022,0.289287800785933,1,"down","FALSE"
"ENSMUSG00000026915","Strbp","spermatid perinuclear RNA binding protein",20744,0.310802760955288,6.38766435804411,1.16633609499674,0.289294729740336,1,"up","FALSE"
"ENSMUSG00000027582","Zgpat","zinc finger, CCCH-type with G patch domain",229007,-0.100586474865019,4.57482885320994,1.16567806757709,0.28942810176256,1,"down","FALSE"
